title,date,subtitle,url
National Student Survey,2016-09-15,"Professor John MacInnes, University of Edinburgh to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/national-student-survey-2/
"National Statistics status of Homelessness Statistics in Wales, 2015-16",2016-07-28,"Ed Humpherson, UK Statistics Authority to Glyn Jones, Welsh Government",https://www.statisticsauthority.gov.uk/correspondence/national-statistics-status-of-homelessness-statistics-in-wales-2015-16-2/
Tax Receipts and National Insurance Contributions,2016-07-27,"Sean Whellams, HM Revenue and Customs to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/tax-receipts-and-national-insurance-contributions/
Income and Earnings,2016-07-22,"Ed Humpherson, UK Statistics Authority to John Pullinger, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/income-and-earnings/
"National Statistics status of Homelessness Statistics in Wales, 2015-16",2016-07-21,"Glyn Jones, Welsh Government to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/national-statistics-status-of-homelessness-statistics-in-wales-2015-16/
HMRC statistics on migrants and tax credits,2016-07-20,"Ed Humpherson, UK Statistics Authority to Michael O'Connor",https://www.statisticsauthority.gov.uk/correspondence/hmrc-statistics-on-migrants-and-tax-credits/
"United Kingdom Price, Volume and Composition of Milk – February 2016",2016-07-14,"Ed Humpherson, UK Statistics Authority to Ken Roy, Natural England",https://www.statisticsauthority.gov.uk/correspondence/united-kingdom-price-volume-and-composition-of-milk-february-2016/
Access to education attainment data,2016-07-12,"Ed Humpherson, UK Statistics Authority to Iain Bell, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/access-to-education-attainment-data-2/
Access to education attainment data,2016-07-12,"Ed Humpherson, UK Statistics Authority to Simon Briscoe",https://www.statisticsauthority.gov.uk/correspondence/access-to-education-attainment-data/
Income and Earnings,2016-07-08,"John Pullinger, Office for National Statistics to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/income-and-earnings-2/
Publicly-funded bodies,2016-07-07,"UK Statistics Authority,  to Electoral Commission",https://www.statisticsauthority.gov.uk/correspondence/publicly-funded-bodies-2/
Tax Receipts and National Insurance Contributions,2016-07-07,"Ed Humpherson, UK Statistics Authority to Sean Whellams, HM Revenue and Customs",https://www.statisticsauthority.gov.uk/correspondence/tax-receipts-and-national-insurance-contributions-2/
Police Grant 2016/17,2016-07-06,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/police-grant-201617-2/
HM Treasury Analysis,2016-06-10,"Sir Andrew Dilnot, UK Statistics Authority to Rt Hon Peter Lilley MP, House of Commons",https://www.statisticsauthority.gov.uk/correspondence/hm-treasury-analysis/
The Coherence and Accessibility of Official Statistics on Income and Earnings,2016-06-10,"Ed Humpherson, UK Statistics Authority to John Pullinger, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/the-coherence-and-accessibility-of-official-statistics-on-income-and-earnings-2/
Data on UK industry and the EU,2016-06-09,"Sir Andrew Dilnot, UK Statistics Authority to Bernard Jenkin MP, Public Administration and Constitutional Affairs Select Committee",https://www.statisticsauthority.gov.uk/correspondence/data-on-uk-industry-and-the-eu/
Publicly-funded bodies,2016-06-09,"Electoral Commission,  to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/publicly-funded-bodies/
UK Contributions to the EU,2016-05-27,"Sir Andrew Dilnot, UK Statistics Authority to Dominic Cummings, Vote Leave",https://www.statisticsauthority.gov.uk/correspondence/uk-contributions-to-the-eu/
Economic Impact of EU Membership,2016-05-27,"Sir Andrew Dilnot, UK Statistics Authority to Jack Doyle",https://www.statisticsauthority.gov.uk/correspondence/economic-impact-of-eu-membership/
HM Treasury Analysis,2016-05-25,"Rt Hon Peter Lilley MP, House of Commons to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/hm-treasury-analysis-2/
Data on UK industry and the EU,2016-05-24,"Bernard Jenkin MP, Public Administration and Constitutional Affairs Select Committee to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/data-on-uk-industry-and-the-eu-2/
Assessment of Autism Spectrum Disorders statistics,2016-05-23,"Ed Humpherson, UK Statistics Authority to Clifford Miller",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-autism-spectrum-disorders-statistics/
Economic Impact of EU Membership,2016-05-19,"Jack Doyle,  to UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/economic-impact-of-eu-membership-2/
UK Contributions to the EU,2016-05-17,"Dominic Cummings, Vote Leave to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/uk-contributions-to-the-eu-2/
UK Contributions to the European Union,2016-05-10,"Sir Andrew Dilnot,  to Dominic Cummings",https://www.statisticsauthority.gov.uk/correspondence/uk-contributions-to-the-european-union-2/
Homelessness and rough sleeping statistics,2016-05-04,"Sir Andrew Dilnot, UK Statistics Authority to Greg Clark MP",https://www.statisticsauthority.gov.uk/correspondence/homelessness-and-rough-sleeping-statistics/
UK Trade Statistics,2016-04-28,"Sir Andrew Dilnot, UK Statistics Authority to Bernard Jenkin MP",https://www.statisticsauthority.gov.uk/correspondence/uk-trade-statistics/
National Pupil Database,2016-04-22,"Ed Humpherson, UK Statistics Authority to Jen Persson",https://www.statisticsauthority.gov.uk/correspondence/national-pupil-database/
UK Contributions to the European Union,2016-04-21,"Dominic Cummings,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/uk-contributions-to-the-european-union/
EU Contributions,2016-04-21,"Sir Andrew Dilnot, UK Statistics Authority to Norman Lamb MP",https://www.statisticsauthority.gov.uk/correspondence/eu-contributions/
Migration Statistics,2016-04-19,"Ed Humpherson, UK Statistics Authority to Bernard Jenkin MP",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-14/
Migration Statistics,2016-04-19,"John Pullinger, UK Statistics Authority to Bernard Jenkin MP",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-13/
Migration statistics,2016-04-19,"John Pullinger, UK Statistics Authority to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/migration-statistics-12/
UK Trade Statistics,2016-04-19,"Bernard Jenkin MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/uk-trade-statistics-2/
UK Statistics Authority Business Plan 2016-2020,2016-04-18,"Sir Andrew Dilnot, UK Statistics Authority to George Osborne",https://www.statisticsauthority.gov.uk/correspondence/uk-statistics-authority-business-plan-2016-2020-2/
UK Statistics Authority Business Plan 2016-2020,2016-04-18,"Sir Andrew Dilnot, UK Statistics Authority to Matthew Hancock MP, Cabinet Office",https://www.statisticsauthority.gov.uk/correspondence/uk-statistics-authority-business-plan-2016-2020/
EU Contributions,2016-04-15,"Norman Lamb MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/eu-contributions-2/
Homelessness and rough sleeping statistics,2016-04-14,"Greg Clark MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/homelessness-and-rough-sleeping-statistics-2/
Police Grant 2016/17,2016-04-13," to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/police-grant-201617/
Police Grant Report for 2016/17,2016-03-24,"Sir Andrew Dilnot, UK Statistics Authority to Theresa May MP",https://www.statisticsauthority.gov.uk/correspondence/police-grant-report-for-201617/
Economic statistics,2016-03-24,"Sir Andrew Dilnot, UK Statistics Authority to Bernard Jenkin MP",https://www.statisticsauthority.gov.uk/correspondence/economic-statistics/
Shaping the Future of Consumer Inflation Statistics in the UK,2016-03-24,"Sir Andrew Dilnot, UK Statistics Authority to John Pullinger, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/shaping-the-future-of-consumer-inflation-statistics-in-the-uk-2/
Differences between DWP statistics on National Insurance Numbers allocated to adult overseas nationals and ONS migration figures,2016-03-23,"Ed Humpherson, UK Statistics Authority to John Pullinger, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/differences-between-dwp-statistics-on-national-insurance-numbers-allocated-to-adult-overseas-nationals-and-ons-migration-figures/
Publication of Scottish Government statistics,2016-03-23,"Ed Humpherson, UK Statistics Authority to Jackie Baillie MSP",https://www.statisticsauthority.gov.uk/correspondence/publication-of-scottish-government-statistics/
Police Grant Report for 2016/17,2016-03-17,"Theresa May MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/police-grant-report-for-201617-2/
Publication of Scottish Government statistics,2016-03-16,"Jackie Baillie MSP,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/publication-of-scottish-government-statistics-2/
Economic statistics,2016-03-10,"Bernard Jenkin MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/economic-statistics-2/
Proportion of EEA migrants claiming in-work benefits and tax credits,2016-03-10,"Sir Andrew Dilnot, UK Statistics Authority to Sir Robert Devereux, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/proportion-of-eea-migrants-claiming-in-work-benefits-and-tax-credits/
Police Grant Report 2016/17,2016-03-09,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/police-grant-report-201617/
Weekend mortality statistics,2016-03-09,"Ed Humpherson, UK Statistics Authority to Inas Ahmed",https://www.statisticsauthority.gov.uk/correspondence/weekend-mortality-statistics-2/
Shaping the Future of Consumer Inflation Statistics in the UK,2016-03-09,"John Pullinger, UK Statistics Authority to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/shaping-the-future-of-consumer-inflation-statistics-in-the-uk/
Breach of Pre-Release Access – Labour Market Statistics,2016-03-04,"Ed Humpherson, UK Statistics Authority to Sir Robert Devereux, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-labour-market-statistics/
Weekend mortality statistics,2016-02-27,"Inas Ahmed,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/weekend-mortality-statistics/
Community Care Statistics: Social Services Activity,2016-02-25,"Ed Humpherson, UK Statistics Authority to Chris Roebuck, Health and Social Care Information Centre",https://www.statisticsauthority.gov.uk/correspondence/community-care-statistics-social-services-activity/
Communication of crime statistics,2016-02-18,"Sir Andrew Dilnot, UK Statistics Authority to James Cleverly MP",https://www.statisticsauthority.gov.uk/correspondence/communication-of-crime-statistics-3/
Communication of crime statistics,2016-02-18,"Sir Andrew Dilnot, UK Statistics Authority to Jack Dromey MP",https://www.statisticsauthority.gov.uk/correspondence/communication-of-crime-statistics-2/
Clarity of commentary and guidance accompanying statistical releases,2016-02-16,"Ed Humpherson, UK Statistics Authority to Siobhan Carey, Department for Business, Energy and Industrial Strategy",https://www.statisticsauthority.gov.uk/correspondence/clarity-of-commentary-and-guidance-accompanying-statistical-releases/
Equality of access to statistics,2016-02-11,"Ed Humpherson, UK Statistics Authority to Edward Troup, HM Revenue and Customs",https://www.statisticsauthority.gov.uk/correspondence/equality-of-access-to-statistics-2/
Police Grant Report 2016/17,2016-02-11," to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/police-grant-report-201617-2/
Community Care Statistics: Social Services Activity,2016-02-11,"Chris Roebuck, Health and Social Care Information Centre to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/community-care-statistics-social-services-activity-2/
Breach of Pre-Release Access,2016-02-08,"Sir Robert Devereux, Department for Work and Pensions to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-3/
National Insurance Numbers issued to recent migrants,2016-02-08,"Sir Andrew Dilnot, UK Statistics Authority to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/national-insurance-numbers-issued-to-recent-migrants/
Breach of Pre-Release Access,2016-01-22,"Ed Humpherson, UK Statistics Authority to Sir Robert Devereux, Department for Work and Pensions",https://www.statisticsauthority.gov.uk/correspondence/breach-of-pre-release-access-2/
Communication of crime statistics,2016-01-21,"James Cleverly MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/communication-of-crime-statistics/
Complaint regarding the late release of statistics,2016-01-19,"Ed Humpherson, UK Statistics Authority to Charles Arthurs, Civic Centre",https://www.statisticsauthority.gov.uk/correspondence/complaint-regarding-the-late-release-of-statistics/
Statistics on Homelessness and Rough Sleeping in England,2016-01-14,"David Fry, Ministry of Housing, Communities and Local Government to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-homelessness-and-rough-sleeping-in-england/
The Coherence and Accessibility of Official Statistics on Income and Earnings,2016-01-12,"Ed Humpherson, UK Statistics Authority to John Pullinger, Office for National Statistics",https://www.statisticsauthority.gov.uk/correspondence/the-coherence-and-accessibility-of-official-statistics-on-income-and-earnings/
Complaint regarding the late release of statistics,2016-01-06,"Charles Arthurs, Civic Centre to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/complaint-regarding-the-late-release-of-statistics-2/
EU migration and UK total net migration statistics,2015-12-18,"Sir Andrew Dilnot, UK Statistics Authority to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/eu-migration-and-uk-total-net-migration-statistics/
Programme for International Student Assessment data,2015-12-17,"Ed Humpherson, UK Statistics Authority to Janet Downs",https://www.statisticsauthority.gov.uk/correspondence/programme-for-international-student-assessment-data/
British Medical Journal article on mortality in hospitals on weekends,2015-12-03,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/british-medical-journal-bmj-article-on-mortality-in-hospitals-on-weekends/
Programme for International Student Assessment data,2015-12-01,"Janet Downs,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/programme-for-international-student-assessment-data-2/
Never worked households,2015-11-20,"Ed Humpherson, UK Statistics Authority to Jonathan Portes, National Institute of Economic and Social Research",https://www.statisticsauthority.gov.uk/correspondence/never-worked-households/
Availability of solar photovoltaic statistics,2015-11-20,"Ed Humpherson, UK Statistics Authority to Chris Goodall",https://www.statisticsauthority.gov.uk/correspondence/availability-of-solar-photovoltaic-statistics/
Alleged delays to publication of NHS performance monitoring reports,2015-11-12,"Ed Humpherson, UK Statistics Authority to Statistics User Forum",https://www.statisticsauthority.gov.uk/correspondence/alleged-delays-to-publication-of-nhs-performance-monitoring-reports/
Quarterly performance and finance reports,2015-11-11,"Ed Humpherson, UK Statistics Authority to Monitor",https://www.statisticsauthority.gov.uk/correspondence/quarterly-performance-and-finance-reports/
EEA migrants and benefit and tax credit claims,2015-11-11,"Sir Andrew Dilnot, UK Statistics Authority to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/eea-migrants-and-benefit-and-tax-credit-claims/
Government’s drug strategy,2015-11-10,"Ed Humpherson, UK Statistics Authority to Jeremy Fagan",https://www.statisticsauthority.gov.uk/correspondence/governments-drug-strategy/
EEA migrants and benefit and tax credit claims,2015-11-10,"Will Moy, Full Fact to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/eea-migrants-and-benefit-and-tax-credit-claims-2/
Index of Labour Costs and Hours,2015-11-04,"Ed Humpherson, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/index-of-labour-costs-and-hours/
BIS ‘Graduate Labour Market Statistics’ release,2015-10-21,"Sir Andrew Dilnot, UK Statistics Authority to Frances O’Grady, Trades Union Congress",https://www.statisticsauthority.gov.uk/correspondence/bis-graduate-labour-market-statistics-release/
Mortality statistics in respect of out-of-work benefit claimants,2015-10-21,"Sir Andrew Dilnot, UK Statistics Authority to Frank Field MP",https://www.statisticsauthority.gov.uk/correspondence/mortality-statistics-in-respect-of-out-of-work-benefit-claimants/
Number of benefit claimants who have been sanctioned,2015-10-20,"Sir Andrew Dilnot, UK Statistics Authority to Frank Field MP",https://www.statisticsauthority.gov.uk/correspondence/number-of-benefit-claimants-who-have-been-sanctioned/
Government’s drug strategy,2015-10-18,"Jeremy Fagan,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/governments-drug-strategy-2/
Department for Education processes,2015-10-13,"Ed Humpherson, UK Statistics Authority to Iain Bell, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/department-for-education-processes/
Department for Education processes,2015-10-05,"Iain Bell, Department for Education to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/department-for-education-processes-2/
"Statistics on domestic abuse recorded by the police in Scotland and firearm certificates, Scotland",2015-10-05,"Ed Humpherson, UK Statistics Authority to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-domestic-abuse-recorded-by-the-police-in-scotland-and-firearm-certificates-scotland/
Alleged delays to publication of NHS performance monitoring reports,2015-10-04,"Statistics User Forum to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/alleged-delays-to-publication-of-nhs-performance-monitoring-reports-2/
BIS ‘Graduate Labour Market Statistics’ release,2015-09-22,"Frances O’Grady, Trades Union Congress to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/bis-graduate-labour-market-statistics-release-2/
"Statistics on domestic abuse recorded by the police in Scotland and firearm certificates, Scotland",2015-09-16,"Roger Halliday, Scottish Government to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-domestic-abuse-recorded-by-the-police-in-scotland-and-firearm-certificates-scotland-2/
Number of benefit claimants who have been sanctioned,2015-09-07,"Frank Field MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/number-of-benefit-claimants-who-have-been-sanctioned-2/
Unpublished estimate of excess deaths arising through weekend admission to hospitals in England,2015-08-19,"Mark Svenson, Department of Health and Social Care to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/unpublished-estimate-of-excess-deaths-arising-through-weekend-admission-to-hospitals-in-england/
Mortality statistics in respect of out-of-work benefit claimants,2015-08-19,"Frank Field MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/mortality-statistics-in-respect-of-out-of-work-benefit-claimants-2/
Benefit sanction statistics,2015-08-05,"Sir Andrew Dilnot, UK Statistics Authority to Dr David Webster",https://www.statisticsauthority.gov.uk/correspondence/benefit-sanction-statistics-2/
Benefit sanction statistics,2015-08-05,"Ed Humpherson, UK Statistics Authority to David Frazer",https://www.statisticsauthority.gov.uk/correspondence/benefit-sanction-statistics/
Statistics relating to violence against women and girls,2015-08-05,"Ed Humpherson, UK Statistics Authority to Ally Fogg",https://www.statisticsauthority.gov.uk/correspondence/statistics-relating-to-violence-against-women-and-girls/
Benefit sanction statistics,2015-07-27,"Dr David Webster,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/benefit-sanction-statistics-3/
Unpublished estimate of excess deaths arising through weekend admission to hospitals in England,2015-07-24,"Ed Humpherson, UK Statistics Authority to Mark Svenson, Department of Health and Social Care",https://www.statisticsauthority.gov.uk/correspondence/unpublished-estimate-of-excess-deaths-arising-through-weekend-admission-to-hospitals-in-england-2/
Department for Education press release,2015-07-22,"Ed Humpherson, UK Statistics Authority to Janet Downs",https://www.statisticsauthority.gov.uk/correspondence/department-for-education-press-release/
Scottish Government statement on police recorded crime clear up rates,2015-07-21,"Ed Humpherson, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/scottish-government-statement-on-police-recorded-crime-clear-up-rates/
Unpublished estimate of excess deaths arising through weekend admission to hospitals in England,2015-07-19,"Oliver Hawksley,  to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/unpublished-estimate-of-excess-deaths-arising-through-weekend-admission-to-hospitals-in-england-3/
Unpublished estimate of excess deaths arising through weekend admission to hospitals in England,2015-07-16,"Laura O'Brien, Full Fact to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/unpublished-estimate-of-excess-deaths-arising-through-weekend-admission-to-hospitals-in-england-4/
DWP statistics,2015-07-06,"Ed Humpherson, UK Statistics Authority to Jonathan Portes, National Institute of Economic and Social Research",https://www.statisticsauthority.gov.uk/correspondence/dwp-statistics/
Test results of primary schools which are academies,2015-07-06,"Ed Humpherson, UK Statistics Authority to Warwick Mansell",https://www.statisticsauthority.gov.uk/correspondence/test-results-of-primary-schools-which-are-academies/
Academy performance statistics,2015-07-06,"Ed Humpherson, UK Statistics Authority to Iain Bell, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/academy-performance-statistics/
Statistics relating to violence against women and girls,2015-07-05,"Ally Fogg,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-relating-to-violence-against-women-and-girls-2/
Department for Education press release,2015-06-30,"Janet Downs,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/department-for-education-press-release-2/
Schools workforce statistics,2015-06-30,"Sir Andrew Dilnot, UK Statistics Authority to Kevin Brennan MP",https://www.statisticsauthority.gov.uk/correspondence/schools-workforce-statistics/
Scottish Government statement on police recorded crime clear up rates,2015-06-22," to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/scottish-government-statement-on-police-recorded-crime-clear-up-rates-2/
Statistics on offences involving firearms in Scotland,2015-06-15,"Ed Humpherson, UK Statistics Authority to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-offences-involving-firearms-in-scotland/
Scottish input-output tables and multipliers,2015-06-15,"Ed Humpherson, UK Statistics Authority to Roger Halliday, Scottish Government",https://www.statisticsauthority.gov.uk/correspondence/scottish-input-output-tables-and-multipliers/
Statistics on domestic violence,2015-06-12,"Sir Andrew Dilnot, UK Statistics Authority to Crown Prosecution Service",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-domestic-violence/
Claimant count including Universal Credit,2015-06-10,"Ed Humpherson, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/claimant-count-including-universal-credit/
Statistics on offences involving firearms in Scotland,2015-06-10,"Roger Halliday, Scottish Government to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-offences-involving-firearms-in-scotland-2/
Scottish input-output tables and multipliers,2015-06-10,"Roger Halliday, Scottish Government to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/scottish-input-output-tables-and-multipliers-2/
Claimant count including Universal Credit,2015-06-09,"John Pullinger, UK Statistics Authority to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/claimant-count-including-universal-credit-2/
Schools workforce statistics,2015-05-27,"Kevin Brennan MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/schools-workforce-statistics-2/
Transparency data on passport applications,2015-05-19,"Ed Humpherson, UK Statistics Authority to Mark Sedwill, Home Office",https://www.statisticsauthority.gov.uk/correspondence/transparency-data-on-passport-applications/
Assessment of Statistics on NHS Diagnostics Waiting Times and Activity and NHS Hospital Activity,2015-05-18,"Ed Humpherson, UK Statistics Authority to Mark Svenson, NHS England",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-statistics-on-nhs-diagnostics-waiting-times-and-activity-and-nhs-hospital-activity/
Test results of primary schools which are academies,2015-05-18,"Warwick Mansell,  to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/test-results-of-primary-schools-which-are-academies-2/
Reinstatement of National Statistics status on Overseas Travel and Tourism Expenditure series,2015-05-15,"Ed Humpherson, UK Statistics Authority to John Pullinger, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/reinstatement-of-national-statistics-status-on-overseas-travel-and-tourism-expenditure-series/
Assessment of Statistics on NHS Diagnostics Waiting Times and Activity and NHS Hospital Activity,2015-05-11,"Mark Svenson, NHS England to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/assessment-of-statistics-on-nhs-diagnostics-waiting-times-and-activity-and-nhs-hospital-activity-2/
Health spending,2015-04-29,"Ed Humpherson, UK Statistics Authority to Emily Craig, BBC",https://www.statisticsauthority.gov.uk/correspondence/health-spending/
Analysis of impact of tax and welfare changes,2015-04-28,"Sir Andrew Dilnot, UK Statistics Authority to Will Moy, Full Fact",https://www.statisticsauthority.gov.uk/correspondence/analysis-of-impact-of-tax-and-welfare-changes/
Scottish Government analysis on improved economic performance,2015-04-15,"Sir Andrew Dilnot, UK Statistics Authority to Jackie Baillie MSP",https://www.statisticsauthority.gov.uk/correspondence/scottish-government-analysis-on-improved-economic-performance/
Statistics on ‘living standards’,2015-04-15,"Sir Andrew Dilnot, UK Statistics Authority to David Gauke MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-living-standards/
Statistics on domestic violence,2015-04-09,"Crown Prosecution Service to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-domestic-violence-2/
Statistics on ‘living standards’,2015-04-05,"David Gauke MP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-living-standards-2/
Statistics on living standards,2015-03-24,"Sir Andrew Dilnot, UK Statistics Authority to Ed Miliband MP",https://www.statisticsauthority.gov.uk/correspondence/statistics-on-living-standards-3/
Analysis of earnings of those in continuous employment,2015-03-24,"Sir Andrew Dilnot, UK Statistics Authority to Frances O’Grady, Trades Union Congress",https://www.statisticsauthority.gov.uk/correspondence/analysis-of-earnings-of-those-in-continuous-employment/
Statistics about growth in earnings,2015-03-24,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/statistics-about-growth-in-earnings/
Scottish Government analysis on improved economic performance,2015-03-24,"Jackie Baillie MSP,  to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/scottish-government-analysis-on-improved-economic-performance-2/
Statistics Board 2014-15 Supplementary Estimate,2015-03-17,"Sir Andrew Dilnot, UK Statistics Authority to",https://www.statisticsauthority.gov.uk/correspondence/statistics-board-2014-15-supplementary-estimate/
Zero Hours Contracts,2015-03-12,"Sir Andrew Dilnot, UK Statistics Authority to Matthew Hancock MP",https://www.statisticsauthority.gov.uk/correspondence/zero-hours-contracts/
Analysis of earnings of those in continuous employment,2015-03-12,"Frances O’Grady, Trades Union Congress to Sir Andrew Dilnot, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/analysis-of-earnings-of-those-in-continuous-employment-2/
Unlawfully large infant class size statistics,2015-03-11,"Ed Humpherson, UK Statistics Authority to Iain Bell, Department for Education",https://www.statisticsauthority.gov.uk/correspondence/unlawfully-large-infant-class-size-statistics/
Unlawfully large infant class size statistics,2015-03-10,"Iain Bell, Department for Education to Ed Humpherson, UK Statistics Authority",https://www.statisticsauthority.gov.uk/correspondence/unlawfully-large-infant-class-size-statistics-2/
Release date of Official Statistics,2015-03-10,"Sir Andrew Dilnot, UK Statistics Authority to Mark Harper MP",https://www.statisticsauthority.gov.uk/correspondence/release-date-of-official-statistics/
Rail electrification figures,2015-03-06,"Sir Andrew Dilnot, UK Statistics Authority to Lilian Greenwood MP",https://www.statisticsauthority.gov.uk/correspondence/rail-electrification-figures/
